1.148092296624396935e+00 1.879529415513987001e+00
2.043236327693098708e+00 1.761905497776728780e+00
3.553378675337087511e+00 1.952025274411090860e+00
3.434013429622062130e+00 2.514755469713532143e+00
1.862956383349884337e+00 2.011536975503235514e+00
2.657038573544225457e+00 2.450494413385336578e+00
3.334977241596335240e+00 2.123995268625930244e+00
2.332253525044392539e+00 1.961418158004611723e+00
2.630589933881217313e+00 2.320254323519834294e+00
2.820651217374497310e+00 2.229035669752126303e+00
2.912448403647375006e+00 2.104739605127334379e+00
2.715755026537393313e+00 2.089557715619073441e+00
2.684063265815261445e+00 2.181035868780750508e+00
2.195246602896614885e+00 2.000576801453717746e+00
2.816203711607890181e+00 2.286228519785735269e+00
3.273396300214716170e+00 1.798267699575376133e+00
3.280633544001354540e+00 1.903301586094148901e+00
3.048721021068107273e+00 1.726031740073221465e+00
1.980235946485418896e+00 2.569387489544325831e+00
2.571061274757753701e+00 1.411878155082230357e+00
3.088184847229649588e+00 1.947489023740121006e+00
3.490164392610944688e+00 1.786625496374023792e+00
2.567275022725587608e+00 1.883568498909600430e+00
5.103234151757609638e+00 1.424630279452034465e+00
4.507581925562873515e+00 1.787487217828575892e+00
1.340267578541972648e+00 2.140086807357112875e+00
3.846209242413743734e+00 1.675609869507044714e+00
2.653126266050836790e+00 2.414002420864064469e+00
2.886004546824172401e+00 1.752849688908348913e+00
3.274811400873431033e+00 1.510477432363124928e+00
2.177664239667417512e+00 2.481178986941678488e+00
4.214766320131808186e+00 2.152567173577516257e+00
2.663187139997600816e+00 2.191279277142153425e+00
2.601767538562867799e+00 2.671407675652888614e+00
2.962102950458768813e+00 1.547859747843241873e+00
1.699180525632314698e+00 2.378657104650707677e+00
3.084820582080574525e+00 1.430037550493800325e+00
1.625434464490160824e+00 1.617014160535346079e+00
4.256517073871155965e+00 2.288368935969266715e+00
1.874689171885977723e+00 2.059969116163388403e+00
2.957889134013950816e+00 1.265489115598985137e+00
1.424398467319367922e+00 1.788812024776875731e+00
2.223416186725389210e+00 1.691426123864008479e+00
4.152271367511080946e+00 2.181566379436522318e+00
2.906322272120260841e+00 2.083191919614876042e+00
4.854442612264621815e+00 2.127046024568021387e+00
1.924714296340634956e+00 1.653703973988259301e+00
2.912770054094619088e+00 1.821664546438160670e+00
1.969129661922838670e+00 2.116197676578666531e+00
2.621582032390891825e+00 2.035318923784319001e+00
2.680082578927799553e+00 2.284732193613585594e+00
3.253277188820443477e+00 1.662141029053918917e+00
2.909244136568617467e+00 1.586808982332967410e+00
2.610690938340630485e+00 2.057788239818083564e+00
